id,no_int,LATENT,LATENT2,AVERAGE,o_ffi,oi_bfas,o_bfas,i_bfas,bfasi01,bfasi02,bfasi03,bfasi04,bfasi05,bfasi06,bfasi07,bfasi08,bfasi09,bfasi10,bfaso01,bfaso02,bfaso03,bfaso04,bfaso05,bfaso06,bfaso07,bfaso08,bfaso09,bfaso10,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o12
464,-1.157,-0.302,-0.349,3.1,3,3.2,3.1,3.3,3,2,4,4,3,5,3,2,3,4,4,5,4,4,3,1,3,2,2,3,1,5,4,5,1,2,1,2,1,5,5,4
465,-0.129,-0.04,-0.065,3.416666667,3.583333333,3.25,3.6,2.9,3,2,4,3,2,2,3,5,2,3,4,5,4,5,4,3,4,1,2,4,3,4,4,4,4,2,2,4,3,5,4,4
466,-0.52,-0.164,-0.208,3.316666667,3.333333333,3.3,3.1,3.5,4,3,4,4,3,4,3,3,4,3,3,4,3,4,3,2,2,3,3,4,3,4,4,3,3,4,2,3,3,4,4,3
467,0.733,0.502,0.738,4.308333334,4.666666667,3.95,4.8,3.1,2,4,4,5,4,5,4,1,1,1,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5
468,-0.233,-0.067,0.053,3.616666667,3.333333333,3.9,4.1,3.7,3,5,5,4,4,2,3,5,2,4,4,5,4,5,2,2,4,5,5,5,4,4,4,1,2,3,4,2,3,5,4,4
470,-0.274,-0.207,-0.434,3.233333334,3.166666667,3.3,3.5,3.1,4,3,2,3,4,3,3,3,3,3,4,4,2,4,3,2,4,5,4,3,4,3,3,4,1,2,5,4,1,4,4,3
471,-0.161,-0.154,-0.28,3.266666667,3.333333333,3.2,3.4,3,3,4,3,4,2,2,2,3,3,4,4,5,4,4,2,3,4,2,2,4,4,4,4,3,2,3,2,4,4,4,4,2
472,0.535,0.191,0.46,4.033333334,3.916666667,4.15,4.3,4,4,4,4,4,3,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,2,4,4,4,4,5,4,4,4
473,0.663,0.324,0.303,3.933333334,4.416666667,3.45,4,2.9,3,4,2,2,2,4,3,3,3,3,4,4,3,4,5,4,4,4,4,4,3,4,5,4,4,4,5,5,5,5,4,5
474,0.763,0.316,0.676,4.308333334,4.166666667,4.45,4.4,4.5,5,5,5,4,5,4,5,4,4,4,5,2,5,5,4,4,4,5,5,5,2,4,4,4,3,5,5,5,5,4,5,4
475,0.535,0.434,0.528,4.183333334,4.666666667,3.7,3.9,3.5,4,3,3,4,5,4,3,3,3,3,5,5,5,5,4,4,5,1,1,4,5,5,4,5,4,5,3,5,5,5,5,5
476,-0.272,-0.224,-0.406,3.108333334,3.166666667,3.05,3.5,2.6,3,4,3,1,2,2,3,2,2,4,4,5,3,3,2,4,2,4,4,4,2,4,4,3,2,4,2,4,3,4,4,2
477,-0.284,-0.221,-0.515,3.05,3.25,2.85,3.2,2.5,2,3,3,2,2,4,2,2,1,4,4,2,5,4,4,4,3,1,1,4,5,5,4,5,2,4,1,5,2,1,2,3
478,0.328,0.062,-0.001,3.683333334,3.666666667,3.7,4.3,3.1,4,3,4,2,2,4,2,2,4,4,5,5,4,5,3,3,4,5,5,4,4,4,4,5,4,4,4,4,4,3,3,1
479,0.256,0.167,0.087,3.741666667,4.083333333,3.4,3.6,3.2,3,3,5,2,3,2,2,5,3,4,4,5,5,5,3,3,3,2,1,5,4,5,5,4,3,5,3,5,4,3,4,4
480,0.879,0.031,0.138,3.6,3.5,3.7,4.9,2.5,1,1,3,1,1,3,4,3,5,3,5,5,5,5,4,5,5,5,5,5,2,4,5,1,3,1,5,5,5,3,4,4
481,-0.484,-0.12,-0.216,3.391666667,3.333333333,3.45,3.7,3.2,4,3,4,4,2,2,2,4,3,4,3,5,4,3,4,4,4,3,3,4,4,4,3,4,2,4,2,3,2,4,4,4
482,0.64,0.235,0.514,4.041666667,4.083333333,4,4.1,3.9,4,4,5,3,5,2,3,4,4,5,4,4,5,4,5,5,2,4,3,5,4,3,4,4,5,2,4,5,5,5,5,3
483,-0.051,-0.172,-0.294,3.408333334,3.166666667,3.65,3.7,3.6,4,4,4,4,4,3,4,3,4,2,4,4,3,5,2,4,5,1,5,4,3,4,1,5,1,5,4,4,1,4,4,2
484,-0.855,-0.331,-0.523,3.05,3,3.1,2.7,3.5,1,4,4,5,3,2,4,5,3,4,2,4,5,2,1,2,2,2,3,4,2,5,2,4,1,4,4,2,2,3,4,3
485,0.506,0.31,0.451,4.116666667,4.333333333,3.9,3.8,4,4,4,4,5,4,5,5,3,3,3,2,4,4,5,5,4,4,1,5,4,5,5,3,4,5,4,4,5,4,4,4,5
486,0.665,0.361,0.513,4.241666667,4.333333333,4.15,4.4,3.9,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,4,5,4,3,3,5,5,4,5,5,5
487,-0.033,-0.101,-0.341,3.25,3.5,3,3.4,2.6,3,3,2,3,2,2,1,3,3,4,4,4,4,5,2,2,4,2,2,5,4,4,4,3,2,4,2,5,4,3,4,3
488,-0.329,-0.288,-0.586,3.075,3,3.15,3.4,2.9,4,3,4,3,3,1,4,3,1,3,2,4,4,5,1,2,4,4,4,4,4,4,3,3,1,2,3,5,1,3,4,3
492,-0.925,-0.428,-0.517,2.9,2.75,3.05,2.8,3.3,4,4,3,2,4,2,3,4,3,4,4,4,3,2,2,3,2,3,2,3,2,4,3,4,2,4,2,2,2,2,4,2
494,-0.334,0.005,0.027,3.666666667,3.583333333,3.75,3.8,3.7,4,3,4,4,4,3,4,4,3,4,3,4,5,5,5,3,4,2,3,4,5,4,3,5,3,5,3,2,2,3,4,4
495,0.245,0.374,0.494,4.133333334,4.416666667,3.85,4.4,3.3,2,4,4,3,4,2,3,5,4,2,5,5,4,4,4,4,5,4,4,5,4,4,5,5,4,5,4,3,4,5,5,5
496,-0.024,-0.013,-0.143,3.458333334,3.666666667,3.25,3.5,3,4,3,3,2,2,3,2,4,3,4,3,3,4,4,4,2,4,3,4,4,4,5,3,2,4,3,4,4,4,3,4,4
498,-0.222,-0.012,-0.177,3.541666667,3.583333333,3.5,3.8,3.2,4,2,2,1,4,2,4,5,4,4,2,4,5,5,4,1,5,4,4,4,5,4,2,4,4,4,4,4,2,4,4,2
499,0.222,-0.066,-0.185,3.425,3.5,3.35,3.6,3.1,3,2,4,2,3,4,3,4,3,3,4,4,4,4,4,4,3,1,4,4,4,3,4,2,3,4,4,5,3,4,3,3
501,0.549,0.347,0.541,4.233333334,4.416666667,4.05,3.7,4.4,4,5,4,5,5,4,2,5,5,5,3,3,3,5,5,3,2,3,5,5,5,4,5,5,4,5,5,5,4,1,5,5
502,0.303,0.083,0.17,3.675,3.75,3.6,4.2,3,2,3,3,3,4,3,3,3,2,4,4,4,4,5,5,4,3,4,4,5,3,5,5,3,5,3,4,3,4,3,4,3
503,-0.29,-0.061,-0.045,3.516666667,3.583333333,3.45,3,3.9,4,4,4,4,4,5,4,3,3,4,3,4,3,5,3,1,4,1,2,4,5,4,4,3,3,2,2,5,3,3,5,4
504,0.69,0.105,0.106,3.766666667,3.833333333,3.7,3.9,3.5,3,3,3,3,3,3,3,5,4,5,3,3,5,5,2,5,5,4,2,5,2,4,4,4,3,4,4,5,5,5,5,1
505,0.028,0.145,0.167,3.858333334,3.916666667,3.8,3.9,3.7,4,4,3,5,4,3,3,4,3,4,5,4,4,4,3,3,5,4,3,4,5,5,4,3,3,3,3,5,3,4,5,4
506,0.194,-0.108,-0.068,3.6,3.25,3.95,3.9,4,4,4,4,3,4,5,5,4,3,4,4,5,4,5,1,4,4,4,3,5,2,5,4,4,1,2,5,5,1,4,4,2
507,0.715,0.542,1.096,4.575,4.75,4.4,4.4,4.4,5,5,4,4,5,4,5,5,4,3,5,4,4,5,5,4,5,4,4,4,3,5,5,5,5,5,4,5,5,5,5,5
509,-0.477,-0.456,-0.817,2.6,2.75,2.45,3,1.9,2,2,2,2,2,1,2,2,2,2,3,4,3,3,1,4,3,3,2,4,3,3,3,2,2,2,3,3,2,3,4,3
512,-0.293,-0.179,-0.235,3.325,3.25,3.4,3.3,3.5,4,3,4,4,3,2,3,4,4,4,4,4,4,4,2,3,3,3,2,4,3,4,4,4,2,3,2,4,3,3,4,3
514,0.824,0.493,0.723,4.458333334,4.666666667,4.25,4.3,4.2,4,3,5,5,5,3,5,4,4,4,5,4,4,5,4,4,4,5,5,3,5,4,4,5,5,5,5,5,5,5,5,3
515,-0.379,-0.328,-0.612,3.108333334,2.916666667,3.3,3.1,3.5,4,4,4,4,4,1,1,4,5,4,2,3,5,3,1,5,3,3,3,3,5,3,1,4,1,3,2,5,1,5,3,2
516,-0.345,0.066,0.182,3.8,3.75,3.85,3.6,4.1,4,5,5,4,4,3,4,4,4,4,4,5,4,3,4,3,3,2,4,4,4,5,4,3,3,4,3,4,2,5,4,4
518,-0.709,-0.132,-0.023,3.5,3.25,3.75,3.7,3.8,4,4,3,3,5,3,3,5,4,4,3,1,3,4,5,2,4,5,5,5,5,4,1,1,5,5,1,4,1,4,5,3
521,0.128,0.079,0.219,3.933333334,3.666666667,4.2,4,4.4,5,4,4,5,4,4,5,5,4,4,3,4,4,5,3,3,5,4,5,4,5,5,4,4,2,2,4,4,3,3,4,4
522,0.713,0.277,0.639,4.141666667,4.083333333,4.2,4.6,3.8,4,4,4,4,4,4,3,4,4,3,5,5,4,5,5,5,4,4,4,5,3,4,5,4,5,4,4,4,5,4,4,3
523,0.269,0.186,0.284,3.875,4,3.75,4.1,3.4,4,4,3,4,3,2,3,4,3,4,4,5,5,4,4,4,2,4,4,5,4,5,4,3,4,2,4,4,4,5,5,4
528,-0.113,0.008,0.024,3.691666667,3.583333333,3.8,3.8,3.8,4,4,4,4,3,3,4,4,4,4,4,5,4,4,2,3,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,4
529,-0.026,0.041,0.046,3.608333334,3.666666667,3.55,4.1,3,2,3,3,4,3,4,3,2,3,3,5,5,5,2,5,4,2,4,4,5,4,5,5,4,4,4,4,4,3,2,2,3
530,0.451,0.247,0.401,4.075,4,4.15,4.7,3.6,3,4,3,4,5,3,3,4,3,4,5,5,5,5,4,4,5,5,5,4,3,4,4,4,4,4,4,4,4,5,4,4
531,-0.299,-0.146,-0.412,3.366666667,3.333333333,3.4,3.3,3.5,4,2,4,4,4,3,2,4,4,4,2,5,3,5,1,1,3,4,4,5,4,4,2,4,1,4,4,4,2,4,4,3
532,0.249,-0.026,-0.042,3.6,3.5,3.7,3.9,3.5,4,3,5,2,3,3,3,4,4,4,4,5,3,5,3,4,4,4,3,4,4,3,4,4,3,2,4,5,2,3,4,4
533,0.775,0.49,0.777,4.341666667,4.583333333,4.1,5,3.2,3,3,3,3,3,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,3
534,-0.122,-0.22,-0.158,3.375,3,3.75,3.9,3.6,4,4,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
535,-0.357,-0.296,-0.615,3.066666667,3.083333333,3.05,2.8,3.3,4,3,4,4,4,1,1,4,4,4,3,2,4,4,1,2,2,4,4,2,3,3,2,4,2,5,4,4,2,2,4,2
536,-0.408,-0.123,-0.24,3.333333334,3.416666667,3.25,3.3,3.2,3,4,4,2,5,3,2,4,3,2,4,4,4,2,2,3,4,2,4,4,4,4,3,4,2,2,2,5,3,4,4,4
540,0.669,0.27,0.333,4.008333334,4.166666667,3.85,4.3,3.4,4,3,5,2,3,4,3,4,3,3,4,5,3,5,4,4,4,5,5,4,4,5,4,3,4,4,4,5,5,4,4,4
541,0.133,-0.046,0.035,3.608333334,3.416666667,3.8,4,3.6,4,2,4,4,4,4,3,4,4,3,4,4,4,5,4,4,3,3,4,5,4,4,4,3,3,3,3,4,3,3,5,2
543,0.445,0.127,0.093,3.716666667,3.833333333,3.6,4.4,2.8,4,2,2,2,4,2,3,2,3,4,5,5,4,5,4,4,5,2,5,5,4,4,5,4,3,4,4,4,4,3,4,3
545,0.051,0.129,0.225,3.783333334,3.916666667,3.65,3.8,3.5,3,3,3,4,4,4,3,3,4,4,4,5,4,5,5,3,4,1,3,4,4,4,4,4,5,4,2,4,4,4,4,4
546,-0.204,0.154,0.056,3.691666667,4.083333333,3.3,3.5,3.1,3,2,3,3,4,3,2,4,2,5,4,5,5,5,4,1,5,1,2,3,5,4,5,5,4,3,1,5,4,5,4,4
547,0.449,0.2,0.283,3.85,4,3.7,4.4,3,3,4,1,3,5,5,2,4,1,2,4,5,4,5,5,4,5,4,3,5,4,4,5,4,4,3,4,4,4,4,4,4
548,0.383,0.136,0.077,3.866666667,3.833333333,3.9,4.2,3.6,4,2,5,5,1,2,4,5,3,5,5,5,5,5,1,5,5,1,5,5,5,5,5,4,1,4,5,5,1,3,4,4
549,0.067,0.059,0.189,3.625,3.75,3.5,3.9,3.1,3,4,4,2,4,3,2,4,2,3,5,5,4,5,5,1,5,2,2,5,3,4,5,3,4,4,2,5,5,3,4,3
550,0.249,0.184,0.163,3.866666667,4.083333333,3.65,3.6,3.7,4,2,4,5,3,3,4,4,4,4,5,4,4,5,3,3,2,3,3,4,4,5,4,4,3,5,4,4,4,3,5,4
551,-0.015,-0.206,-0.243,3.316666667,3.083333333,3.55,3.8,3.3,3,3,3,2,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,2,3,3,3,3,4,3,4,3,3,4,2
557,-0.293,-0.328,-0.54,2.983333334,2.916666667,3.05,3.4,2.7,3,2,4,2,1,4,2,4,2,3,3,5,4,4,2,3,4,2,2,5,4,3,3,3,2,3,3,4,2,3,3,2
559,-0.094,0.015,0.017,3.583333334,3.666666667,3.5,3.7,3.3,4,4,3,3,3,2,2,4,4,4,5,5,4,4,3,2,5,2,2,5,3,4,5,4,2,4,2,5,4,4,4,3
561,0.656,0.288,0.432,4.058333334,4.166666667,3.95,4.5,3.4,3,4,3,5,4,4,3,3,2,3,1,5,5,5,4,5,5,5,5,5,5,5,5,4,4,1,4,4,5,4,4,5
563,-0.432,-0.226,-0.393,3.258333334,3.166666667,3.35,3.1,3.6,4,3,4,2,4,4,3,4,4,4,3,4,3,5,2,3,4,2,1,4,5,4,2,4,2,4,2,4,1,4,4,2
566,-0.297,-0.213,-0.442,3.15,3.25,3.05,3.1,3,3,2,3,4,2,2,3,4,3,4,3,4,4,2,3,3,4,2,2,4,4,4,3,5,2,2,4,4,3,2,2,4
570,-0.143,-0.331,-0.629,2.958333334,2.916666667,3,3.4,2.6,2,1,3,4,3,1,3,3,2,4,2,4,5,5,1,5,4,2,1,5,5,4,2,1,1,2,2,5,1,2,5,5
571,-0.027,0.006,0.079,3.716666667,3.583333333,3.85,3.7,4,3,4,4,4,5,4,4,4,4,4,4,4,3,5,3,4,4,2,5,3,5,3,3,2,3,3,3,4,2,5,5,5
575,0.645,0.257,0.284,3.925,4.25,3.6,3.8,3.4,4,4,3,3,4,4,2,4,3,3,4,4,3,5,5,4,4,2,2,5,4,4,4,5,4,4,5,5,4,4,5,3
576,0.979,0.599,1.203,4.666666667,4.833333333,4.5,4.7,4.3,4,4,4,3,5,5,5,4,4,5,5,5,4,5,5,5,5,5,3,5,4,5,5,5,5,4,5,5,5,5,5,5
577,0.026,0.095,0.281,3.85,3.75,3.95,4,3.9,4,3,4,5,4,5,3,4,4,3,4,5,5,5,5,4,3,1,4,4,5,5,3,4,4,3,1,5,3,4,5,3
579,0.255,0.18,0.177,3.841666667,4.083333333,3.6,3.6,3.6,4,3,4,2,3,4,4,4,4,4,3,2,4,4,4,4,3,3,5,4,4,4,5,5,4,3,3,5,4,4,4,4
581,0.383,0.305,0.198,3.958333334,4.416666667,3.5,3.6,3.4,3,2,4,3,5,4,3,3,3,4,2,5,4,5,4,2,2,4,4,4,4,5,2,5,5,5,4,5,5,5,4,4
584,0.61,0.493,0.842,4.491666667,4.583333333,4.4,4.7,4.1,4,5,4,3,5,4,4,5,4,3,5,5,5,5,4,3,5,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5
585,-0.042,0.335,0.555,4.183333334,4.416666667,3.95,3.6,4.3,4,5,4,4,5,5,4,5,3,4,5,5,3,4,3,2,3,2,4,5,4,5,5,5,4,5,2,5,4,5,5,4
586,-0.418,-0.263,-0.467,3.141666667,3.083333333,3.2,3.2,3.2,4,2,3,4,4,3,3,3,3,3,4,3,2,4,2,3,4,4,4,2,4,4,3,4,2,3,2,4,2,2,3,4
588,0.051,-0.193,-0.369,3.141666667,3.333333333,2.95,3,2.9,4,2,3,3,4,3,1,2,3,4,3,4,2,4,4,4,2,2,2,3,3,4,3,3,4,3,3,4,4,3,3,3
589,0.083,-0.14,-0.246,3.366666667,3.333333333,3.4,3.4,3.4,3,2,4,3,2,4,4,4,4,4,3,4,2,5,4,2,3,4,4,3,4,4,3,3,3,2,4,5,3,2,4,3
590,0.383,0.05,0.028,3.633333334,3.666666667,3.6,4.2,3,1,5,3,2,2,2,3,5,3,4,5,5,3,4,2,5,5,4,5,4,4,4,3,3,3,3,3,4,5,4,4,4
592,0.433,0.309,0.459,4.1,4.25,3.95,4.3,3.6,4,3,4,5,5,2,4,3,3,3,5,4,5,5,4,3,4,4,4,5,4,5,4,4,4,4,4,4,5,4,5,4
593,0.683,0.318,0.33,3.883333334,4.416666667,3.35,4,2.7,3,3,2,2,1,2,4,4,3,3,5,5,4,5,4,4,4,2,2,5,4,4,5,5,5,4,4,5,5,4,5,3
594,-0.896,-0.638,-1.264,2.358333334,2.416666667,2.3,2.3,2.3,3,2,3,1,2,1,2,3,3,3,2,3,3,3,1,1,2,3,3,2,2,3,1,4,1,4,3,4,1,2,3,1
595,-0.347,-0.202,-0.519,3.116666667,3.333333333,2.9,2.9,2.9,3,3,4,3,2,2,2,3,4,3,4,3,4,4,1,2,3,2,3,3,3,4,3,4,1,4,3,4,3,4,4,3
596,-0.93,-0.251,-0.497,3.158333334,3.166666667,3.15,2.9,3.4,3,3,3,4,3,3,4,4,3,4,2,4,5,3,1,1,4,1,5,3,5,4,3,2,1,5,3,2,2,3,3,5
597,0.008,-0.071,-0.134,3.35,3.5,3.2,3.7,2.7,3,3,3,3,3,2,3,2,2,3,5,4,4,5,4,3,4,2,2,4,3,4,4,4,4,3,3,3,4,3,3,4
598,-0.024,0.032,-0.142,3.516666667,3.833333333,3.2,3.2,3.2,4,2,3,2,5,2,3,3,4,4,4,4,3,4,1,3,3,3,2,5,4,5,3,5,4,3,2,5,4,4,4,3
599,-0.577,-0.396,-0.641,2.891666667,2.833333333,2.95,2.9,3,3,4,4,3,2,3,2,3,3,3,2,3,2,4,2,2,4,2,4,4,3,4,3,4,1,3,2,4,2,2,4,2
600,-0.398,-0.563,-0.858,2.691666667,2.333333333,3.05,3.3,2.8,3,3,2,3,4,1,3,3,3,3,2,4,5,5,1,4,4,2,2,4,4,4,1,2,1,2,2,4,1,3,2,2
601,0.285,-0.027,0.346,3.708333334,3.416666667,4,4.1,3.9,4,4,4,3,4,4,4,4,4,4,4,5,4,5,5,4,5,2,2,5,2,4,4,5,5,2,2,4,5,2,4,2
602,-0.031,0.105,0.149,3.891666667,3.833333333,3.95,3.6,4.3,4,4,4,5,4,4,5,5,4,4,4,3,5,3,2,4,2,4,4,5,4,5,2,4,3,4,4,5,2,4,5,4
605,0.042,0.155,0.38,3.933333334,3.916666667,3.95,3.9,4,4,4,4,3,4,5,4,4,4,4,5,5,5,5,4,2,4,2,2,5,4,5,4,4,4,3,2,5,4,4,4,4
608,0.344,0.316,0.463,4.15,4.25,4.05,4.3,3.8,4,5,3,3,4,4,4,4,3,4,5,5,4,4,3,4,5,4,4,5,5,4,5,4,4,4,4,4,4,5,4,4
609,0.151,0.073,0.086,3.725,3.75,3.7,3.9,3.5,4,4,3,3,4,3,3,4,4,3,4,4,4,5,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3
612,0.428,0.305,0.448,3.991666667,4.333333333,3.65,4,3.3,3,4,4,4,2,3,3,4,3,3,5,4,4,5,5,5,4,2,2,4,5,5,5,5,4,4,3,3,5,4,5,4
613,-0.372,-0.439,-0.704,2.775,2.75,2.8,2.9,2.7,4,1,2,1,3,5,2,3,2,4,2,2,2,5,3,5,3,3,2,2,4,4,1,4,3,3,2,2,2,2,3,3
614,-0.333,-0.235,-0.479,3.075,3.25,2.9,2.9,2.9,4,3,3,2,2,3,2,3,3,4,4,3,4,3,3,3,3,1,1,4,4,4,3,3,2,3,3,5,2,4,3,3
615,-0.358,-0.074,-0.111,3.45,3.5,3.4,3.4,3.4,3,2,4,4,3,3,3,4,4,4,4,4,4,3,4,2,5,2,2,4,4,4,4,3,3,4,2,4,4,2,4,4
616,-0.714,-0.526,-0.788,2.616666667,2.583333333,2.65,2.7,2.6,3,2,3,2,1,4,3,3,3,2,2,3,2,2,4,2,5,3,2,2,3,3,2,3,2,2,2,5,2,3,2,2
617,0.156,0.068,-0.039,3.65,3.75,3.55,4,3.1,4,2,3,4,3,2,4,3,2,4,4,4,4,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,4,4,4
618,-0.438,-0.321,-0.48,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
620,-0.638,-0.504,-0.813,2.658333334,2.666666667,2.65,2.5,2.8,3,2,3,2,4,3,3,2,3,3,2,3,3,2,1,4,3,2,2,3,3,4,2,3,2,3,3,3,2,2,3,2
624,-0.11,-0.109,-0.074,3.516666667,3.333333333,3.7,3.6,3.8,5,2,4,4,2,4,4,4,5,4,4,5,3,5,3,2,4,3,3,4,2,5,3,5,4,4,3,5,2,2,4,1
625,-0.25,-0.349,-0.711,2.875,3,2.75,2.8,2.7,3,2,3,2,3,1,1,5,3,4,2,4,5,5,2,1,2,1,2,4,3,4,3,4,1,3,5,3,3,3,2,2
626,-0.586,-0.331,-0.589,2.991666667,2.833333333,3.15,3.8,2.5,3,2,2,3,2,2,2,3,3,3,3,5,4,4,4,1,4,5,5,3,4,3,3,3,3,3,4,3,1,4,2,1
628,-0.85,-0.416,-0.647,2.866666667,2.833333333,2.9,2.6,3.2,3,4,4,2,2,3,3,3,4,4,2,3,3,2,2,2,3,4,3,2,2,4,2,3,2,4,3,3,2,4,3,2
630,-0.923,-0.394,-0.303,3.216666667,2.583333333,3.85,3.6,4.1,4,4,4,4,5,4,4,4,4,4,3,3,4,5,2,2,4,4,4,5,3,4,2,4,1,1,2,1,1,4,4,4
631,-0.045,-0.172,-0.325,3.25,3.25,3.25,3.6,2.9,4,2,3,2,1,2,3,4,4,4,4,3,4,4,3,4,2,4,4,4,2,4,2,4,4,3,4,4,2,4,4,2
632,0.231,-0.006,-0.072,3.508333334,3.666666667,3.35,3.5,3.2,3,3,3,3,3,5,3,3,3,3,4,4,3,4,5,3,3,3,3,3,3,4,3,4,4,3,5,4,4,4,3,3
634,0.392,0.046,-0.109,3.491666667,3.833333333,3.15,3.5,2.8,3,4,2,1,2,2,2,4,3,5,5,5,3,4,3,4,4,1,1,5,4,4,5,4,4,4,5,4,4,4,2,2
635,0.545,0.351,0.496,4.291666667,4.333333333,4.25,4.1,4.4,5,4,4,4,4,5,4,5,5,4,5,5,4,4,3,4,3,4,5,4,5,5,4,5,3,4,5,5,4,4,4,4
636,-0.213,-0.025,-0.07,3.491666667,3.583333333,3.4,3.7,3.1,4,3,4,3,3,1,2,4,3,4,4,5,4,3,4,2,3,4,4,4,4,4,4,2,4,3,3,4,4,4,4,3
637,-0.088,-0.021,-0.081,3.516666667,3.583333333,3.45,3.7,3.2,2,2,4,4,4,3,2,4,3,4,4,3,4,4,5,3,4,3,3,4,4,4,3,4,5,4,3,4,3,4,4,1
638,0.303,0.353,0.693,4.233333334,4.416666667,4.05,3.8,4.3,5,4,5,5,2,4,3,5,5,5,4,5,5,5,5,2,5,1,1,5,5,5,5,3,4,5,3,5,5,4,5,4
639,-0.531,-0.09,-0.154,3.5,3.5,3.5,3,4,4,3,5,4,4,4,5,3,4,4,4,4,3,3,1,3,4,3,2,3,4,5,4,5,2,3,3,3,2,4,4,3
640,-0.275,-0.072,-0.232,3.391666667,3.583333333,3.2,3.1,3.3,3,4,4,4,5,2,2,2,4,3,3,4,4,3,3,2,2,3,3,4,4,4,4,4,2,4,3,4,4,4,4,2
641,0.196,0.135,0.277,3.975,3.75,4.2,4.4,4,4,3,5,3,5,5,3,5,4,3,5,5,5,4,2,4,5,5,4,5,5,5,5,4,2,4,4,4,3,2,4,3
642,-0.149,-0.121,-0.203,3.308333334,3.416666667,3.2,3.4,3,4,2,2,3,4,2,3,3,4,3,3,4,3,5,3,3,3,2,3,5,2,4,4,3,3,5,3,3,3,3,5,3
643,0.18,0.334,0.339,4.166666667,4.333333333,4,4.1,3.9,4,3,4,3,5,4,4,4,4,4,4,5,5,5,2,2,4,4,5,5,5,4,4,5,2,5,5,4,3,5,5,5
644,0.811,0.493,0.686,4.491666667,4.583333333,4.4,4.7,4.1,4,4,4,4,5,4,4,4,4,4,5,5,5,5,3,5,5,5,5,4,4,5,4,5,3,5,5,5,4,5,5,5
645,-0.293,-0.263,-0.351,3.141666667,3.083333333,3.2,3.2,3.2,3,2,3,4,4,4,3,3,3,3,3,3,3,3,4,3,4,2,3,4,2,3,2,4,4,3,3,4,3,3,4,2
646,-0.136,-0.069,-0.07,3.45,3.5,3.4,3.5,3.3,3,3,4,2,3,4,4,4,3,3,3,5,4,4,4,3,4,2,2,4,4,4,3,3,4,3,3,3,4,4,4,3
648,-0.286,-0.107,-0.335,3.408333334,3.416666667,3.4,3.4,3.4,3,3,3,2,4,4,3,4,4,4,3,4,3,4,2,3,2,4,5,4,3,5,2,5,2,4,4,4,1,4,4,3
649,-0.288,-0.16,-0.351,3.216666667,3.333333333,3.1,3.4,2.8,3,2,2,2,3,3,4,4,2,3,3,4,4,5,4,2,4,2,4,2,2,4,4,4,2,4,3,4,2,4,4,3
650,-0.409,-0.192,-0.614,3.066666667,3.333333333,2.8,3.2,2.4,3,2,2,1,3,2,4,3,1,3,2,3,5,3,2,1,4,4,4,4,5,4,3,3,2,4,4,5,2,2,3,3
652,-0.438,-0.321,-0.48,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
653,0.351,-0.001,0.084,3.7,3.5,3.9,4.1,3.7,4,2,5,4,4,1,3,4,5,5,3,5,5,5,4,4,3,4,3,5,2,5,2,5,4,2,4,5,3,3,5,2
654,0.135,0.17,0.077,3.766666667,4.083333333,3.45,3.6,3.3,4,3,3,4,3,4,4,2,4,2,4,5,4,4,2,3,4,2,4,4,4,4,5,5,2,4,4,4,4,5,4,4
655,-0.29,-0.261,-0.467,2.958333334,3.166666667,2.75,3.2,2.3,3,2,2,2,3,3,2,2,2,2,3,3,4,4,4,3,3,2,2,4,2,4,3,4,4,4,3,2,4,4,2,2
656,0.51,0.135,0.773,4.183333334,3.666666667,4.7,4.4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,5,5,1,5,1,5,5,5,5,2,5,2,5,3
657,0.153,0.093,0.032,3.716666667,3.833333333,3.6,3.8,3.4,4,4,5,3,1,4,3,4,4,2,4,5,5,4,3,2,4,2,5,4,5,4,3,4,3,5,5,5,3,1,5,3
658,0.14,0.034,0.317,3.841666667,3.583333333,4.1,3.9,4.3,4,4,5,2,5,5,3,5,5,5,4,5,5,5,5,5,3,1,1,5,4,4,3,4,4,5,1,5,3,4,5,1
